mbin,histogram
0.0200,0.8907
0.0600,2.4617
0.1000,3.3479
0.1400,3.6285
0.1800,3.0718
0.2200,2.3412
0.2600,1.6854
0.3000,1.2248
0.3400,0.8618
0.3800,0.7199
0.4200,0.5781
0.4600,0.5506
0.5000,0.4759
0.5400,0.3981
0.5800,0.3737
0.6200,0.3813
0.6600,0.3478
0.7000,0.3096
0.7400,0.2913
0.7800,0.2379
0.8200,0.2227
0.8600,0.1861
0.9000,0.1601
0.9400,0.1449
0.9800,0.1083
