mbin,histogram
0.0200,0.1045
0.0600,0.3383
0.1000,0.5154
0.1400,0.7129
0.1800,0.9075
0.2200,1.0657
0.2600,1.2864
0.3000,1.3649
0.3400,1.5841
0.3800,1.6015
0.4200,1.6422
0.4600,1.5797
0.5000,1.7743
0.5400,1.6872
0.5800,1.6640
0.6200,1.4171
0.6600,1.1906
0.7000,1.0294
0.7400,0.8305
0.7800,0.7245
0.8200,0.5648
0.8600,0.4559
0.9000,0.3920
0.9400,0.3383
0.9800,0.2280
