mbin,histogram
0.0200,0.1630
0.0600,0.3043
0.1000,0.6629
0.1400,0.8422
0.1800,0.9889
0.2200,1.0704
0.2600,1.4725
0.3000,1.4345
0.3400,1.6464
0.3800,1.8855
0.4200,1.9126
0.4600,1.9289
0.5000,1.7225
0.5400,1.6083
0.5800,1.4834
0.6200,1.2552
0.6600,1.0161
0.7000,0.6955
0.7400,0.7227
0.7800,0.5325
0.8200,0.3804
0.8600,0.4075
0.9000,0.3695
0.9400,0.3043
0.9800,0.1902
