mbin,histogram
0.0200,0.1325
0.0600,0.3990
0.1000,0.6851
0.1400,0.9200
0.1800,1.1127
0.2200,1.3099
0.2600,1.5448
0.3000,1.6186
0.3400,1.7360
0.3800,1.7436
0.4200,1.6788
0.4600,1.6306
0.5000,1.6065
0.5400,1.4424
0.5800,1.4198
0.6200,1.1413
0.6600,1.0013
0.7000,0.8432
0.7400,0.7152
0.7800,0.5631
0.8200,0.4848
0.8600,0.4095
0.9000,0.3644
0.9400,0.2996
0.9800,0.1972
