mbin,hist
0.0200,0.0781
0.0600,0.3367
0.1000,0.5597
0.1400,0.8097
0.1800,0.9319
0.2200,1.2046
0.2600,1.3580
0.3000,1.4546
0.3400,1.5143
0.3800,1.5740
0.4200,1.7984
0.4600,1.6691
0.5000,1.6265
0.5400,1.6052
0.5800,1.4532
0.6200,1.3183
0.6600,1.1478
0.7000,0.9986
0.7400,0.8736
0.7800,0.6989
0.8200,0.5341
0.8600,0.4943
0.9000,0.3736
0.9400,0.3423
0.9800,0.2443
