mbin,hist
0.0200,0.2488
0.0600,0.8292
0.1000,1.2412
0.1400,1.6134
0.1800,1.9418
0.2200,2.1070
0.2600,2.1499
0.3000,2.0581
0.3400,1.9041
0.3800,1.6807
0.4200,1.5726
0.4600,1.3085
0.5000,1.0617
0.5400,0.8954
0.5800,0.7516
0.6200,0.6303
0.6600,0.5232
0.7000,0.5150
0.7400,0.4232
0.7800,0.3672
0.8200,0.3121
0.8600,0.2621
0.9000,0.2560
0.9400,0.2030
0.9800,0.1438
