mbin,histogram
0.0200,0.4192
0.0600,1.2722
0.1000,1.9499
0.1400,2.5036
0.1800,2.6642
0.2200,2.5527
0.2600,2.2638
0.3000,1.9917
0.3400,1.6496
0.3800,1.2388
0.4200,1.0282
0.4600,0.8770
0.5000,0.6757
0.5400,0.5558
0.5800,0.4870
0.6200,0.5026
0.6600,0.4234
0.7000,0.3441
0.7400,0.3462
0.7800,0.2826
0.8200,0.2565
0.8600,0.2252
0.9000,0.2044
0.9400,0.1689
0.9800,0.1168
