mbin,hist
0.0200,0.1186
0.0600,0.2705
0.1000,0.5485
0.1400,0.6893
0.1800,0.6930
0.2200,1.0414
0.2600,1.1970
0.3000,1.2526
0.3400,1.4490
0.3800,1.5231
0.4200,1.3823
0.4600,1.5157
0.5000,1.6714
0.5400,1.6158
0.5800,1.4453
0.6200,1.3860
0.6600,1.4268
0.7000,1.1822
0.7400,0.9969
0.7800,0.9228
0.8200,0.7894
0.8600,0.6152
0.9000,0.5188
0.9400,0.4114
0.9800,0.3372
