mbin,hist
0.0200,0.2517
0.0600,0.7200
0.1000,1.0713
0.1400,1.4740
0.1800,1.6332
0.2200,1.9403
0.2600,2.0523
0.3000,1.9691
0.3400,1.9187
0.3800,1.7975
0.4200,1.6270
0.4600,1.3805
0.5000,1.2757
0.5400,1.0590
0.5800,0.8792
0.6200,0.6831
0.6600,0.5855
0.7000,0.5156
0.7400,0.4971
0.7800,0.4355
0.8200,0.3420
0.8600,0.2907
0.9000,0.2383
0.9400,0.1993
0.9800,0.1633
