mbin,hist
0.0200,0.2324
0.0600,0.5903
0.1000,1.0063
0.1400,1.3559
0.1800,1.5292
0.2200,1.6506
0.2600,1.9867
0.3000,1.9317
0.3400,1.9431
0.3800,1.8570
0.4200,1.6132
0.4600,1.5655
0.5000,1.3476
0.5400,1.1547
0.5800,0.9275
0.6200,0.7999
0.6600,0.6723
0.7000,0.5768
0.7400,0.5042
0.7800,0.4534
0.8200,0.3797
0.8600,0.2894
0.9000,0.2417
0.9400,0.2386
0.9800,0.1525
