mbin,histogram
0.0200,0.9069
0.0600,2.4968
0.1000,3.4066
0.1400,3.6420
0.1800,3.1611
0.2200,2.3567
0.2600,1.7531
0.3000,1.2506
0.3400,0.8448
0.3800,0.6787
0.4200,0.5617
0.4600,0.5112
0.5000,0.4491
0.5400,0.3726
0.5800,0.3552
0.6200,0.3466
0.6600,0.3249
0.7000,0.3033
0.7400,0.2830
0.7800,0.2354
0.8200,0.2094
0.8600,0.1704
0.9000,0.1487
0.9400,0.1343
0.9800,0.0968
