p2dbin,hist
3.5125,0.0000
3.5375,0.0000
3.5625,0.0000
3.5875,0.0000
3.6125,0.0000
3.6375,0.0049
3.6625,0.0197
3.6875,0.0935
3.7125,0.3676
3.7375,0.8221
3.7625,1.4423
3.7875,2.0347
3.8125,2.5171
3.8375,2.7862
3.8625,2.8781
3.8875,2.7665
3.9125,2.5171
3.9375,2.1315
3.9625,1.8887
3.9875,1.5474
4.0125,1.3800
4.0375,1.1421
4.0625,1.0436
4.0875,0.8910
4.1125,0.8122
4.1375,0.7154
4.1625,0.6531
4.1875,0.5448
4.2125,0.4677
4.2375,0.4955
4.2625,0.4594
4.2875,0.4201
4.3125,0.3528
4.3375,0.3446
4.3625,0.2888
4.3875,0.3265
4.4125,0.3036
4.4375,0.2691
4.4625,0.2363
4.4875,0.2724
4.5125,0.2429
4.5375,0.2232
4.5625,0.2133
4.5875,0.2182
4.6125,0.1739
4.6375,0.1936
4.6625,0.1707
4.6875,0.1608
4.7125,0.1739
4.7375,0.1460
4.7625,0.1428
4.7875,0.1247
4.8125,0.1280
4.8375,0.1477
4.8625,0.1050
4.8875,0.0985
4.9125,0.0870
4.9375,0.1001
4.9625,0.0853
4.9875,0.0853
5.0125,0.0689
5.0375,0.0541
5.0625,0.0771
5.0875,0.0722
5.1125,0.0624
5.1375,0.0574
5.1625,0.0541
5.1875,0.0427
5.2125,0.0410
5.2375,0.0459
5.2625,0.0394
5.2875,0.0459
5.3125,0.0377
5.3375,0.0295
5.3625,0.0427
5.3875,0.0476
5.4125,0.0427
5.4375,0.0263
5.4625,0.0328
5.4875,0.0230
5.5125,0.0345
5.5375,0.0328
5.5625,0.0246
5.5875,0.0213
5.6125,0.0295
5.6375,0.0164
5.6625,0.0213
5.6875,0.0148
5.7125,0.0131
5.7375,0.0213
5.7625,0.0164
5.7875,0.0164
5.8125,0.0148
5.8375,0.0148
5.8625,0.0131
5.8875,0.0098
5.9125,0.0098
5.9375,0.0131
5.9625,0.0148
5.9875,0.0148
6.0125,0.0148
6.0375,0.0082
6.0625,0.0131
6.0875,0.0098
6.1125,0.0131
6.1375,0.0131
6.1625,0.0148
6.1875,0.0049
6.2125,0.0148
6.2375,0.0066
6.2625,0.0131
6.2875,0.0148
6.3125,0.0115
6.3375,0.0082
6.3625,0.0082
6.3875,0.0049
6.4125,0.0115
6.4375,0.0066
6.4625,0.0066
6.4875,0.0066
6.5125,0.0082
6.5375,0.0049
6.5625,0.0049
6.5875,0.0066
6.6125,0.0033
6.6375,0.0098
6.6625,0.0082
6.6875,0.0049
6.7125,0.0033
6.7375,0.0066
6.7625,0.0016
6.7875,0.0049
6.8125,0.0049
6.8375,0.0066
6.8625,0.0016
6.8875,0.0016
6.9125,0.0000
6.9375,0.0066
6.9625,0.0016
6.9875,0.0033
7.0125,0.0033
7.0375,0.0016
7.0625,0.0016
7.0875,0.0033
7.1125,0.0033
7.1375,0.0033
7.1625,0.0000
7.1875,0.0016
7.2125,0.0000
7.2375,0.0033
7.2625,0.0016
7.2875,0.0016
7.3125,0.0016
7.3375,0.0082
7.3625,0.0016
7.3875,0.0033
7.4125,0.0000
7.4375,0.0016
7.4625,0.0049
7.4875,0.0000
7.5125,0.0016
7.5375,0.0033
7.5625,0.0049
7.5875,0.0016
