p2dbin,hist
3.5125,0.0000
3.5375,0.0000
3.5625,0.0000
3.5875,0.0000
3.6125,0.0000
3.6375,0.0000
3.6625,0.0000
3.6875,0.0000
3.7125,0.0237
3.7375,0.0415
3.7625,0.0830
3.7875,0.1838
3.8125,0.3202
3.8375,0.4744
3.8625,0.5159
3.8875,0.7471
3.9125,0.7708
3.9375,0.8776
3.9625,1.0554
3.9875,1.1977
4.0125,1.3401
4.0375,1.4764
4.0625,1.3875
4.0875,1.4883
4.1125,1.6840
4.1375,1.5239
4.1625,1.4409
4.1875,1.4290
4.2125,1.3401
4.2375,1.2511
4.2625,1.2570
4.2875,1.2393
4.3125,0.9724
4.3375,1.0258
4.3625,0.9724
4.3875,0.9369
4.4125,0.8598
4.4375,0.7353
4.4625,0.7056
4.4875,0.5692
4.5125,0.6582
4.5375,0.6107
4.5625,0.4981
4.5875,0.4803
4.6125,0.4210
4.6375,0.4506
4.6625,0.3498
4.6875,0.2965
4.7125,0.3143
4.7375,0.2668
4.7625,0.3024
4.7875,0.2609
4.8125,0.2135
4.8375,0.2490
4.8625,0.1838
4.8875,0.2075
4.9125,0.1897
4.9375,0.1720
4.9625,0.1482
4.9875,0.1423
5.0125,0.1660
5.0375,0.1542
5.0625,0.1364
5.0875,0.1482
5.1125,0.1067
5.1375,0.1304
5.1625,0.1601
5.1875,0.0771
5.2125,0.0771
5.2375,0.0949
5.2625,0.1127
5.2875,0.0593
5.3125,0.0712
5.3375,0.0652
5.3625,0.0712
5.3875,0.0415
5.4125,0.0889
5.4375,0.0415
5.4625,0.0830
5.4875,0.0415
5.5125,0.0593
5.5375,0.0534
5.5625,0.0415
5.5875,0.0593
5.6125,0.0652
5.6375,0.0534
5.6625,0.0415
5.6875,0.0296
5.7125,0.0652
5.7375,0.0119
5.7625,0.0237
5.7875,0.0178
5.8125,0.0356
5.8375,0.0237
5.8625,0.0415
5.8875,0.0356
5.9125,0.0356
5.9375,0.0178
5.9625,0.0593
5.9875,0.0237
6.0125,0.0178
6.0375,0.0356
6.0625,0.0237
6.0875,0.0178
6.1125,0.0237
6.1375,0.0296
6.1625,0.0178
6.1875,0.0237
6.2125,0.0237
6.2375,0.0178
6.2625,0.0356
6.2875,0.0296
6.3125,0.0119
6.3375,0.0178
6.3625,0.0059
6.3875,0.0296
6.4125,0.0237
6.4375,0.0000
6.4625,0.0000
6.4875,0.0237
6.5125,0.0000
6.5375,0.0000
6.5625,0.0178
6.5875,0.0000
6.6125,0.0059
6.6375,0.0000
6.6625,0.0119
6.6875,0.0119
6.7125,0.0119
6.7375,0.0119
6.7625,0.0059
6.7875,0.0119
6.8125,0.0237
6.8375,0.0119
6.8625,0.0178
6.8875,0.0178
6.9125,0.0119
6.9375,0.0059
6.9625,0.0000
6.9875,0.0119
7.0125,0.0000
7.0375,0.0000
7.0625,0.0119
7.0875,0.0059
7.1125,0.0237
7.1375,0.0178
7.1625,0.0059
7.1875,0.0059
7.2125,0.0000
7.2375,0.0000
7.2625,0.0000
7.2875,0.0059
7.3125,0.0059
7.3375,0.0000
7.3625,0.0059
7.3875,0.0000
7.4125,0.0000
7.4375,0.0059
7.4625,0.0119
7.4875,0.0059
7.5125,0.0178
7.5375,0.0000
7.5625,0.0000
7.5875,0.0178
