p2dbin,hist
3.5125,0.0000
3.5375,0.0000
3.5625,0.0000
3.5875,0.0000
3.6125,0.0000
3.6375,0.0000
3.6625,0.0049
3.6875,0.0930
3.7125,0.2350
3.7375,0.5858
3.7625,1.0590
3.7875,1.6497
3.8125,2.1164
3.8375,2.4428
3.8625,2.5864
3.8875,2.6924
3.9125,2.5570
3.9375,2.3286
3.9625,2.0626
3.9875,1.8374
4.0125,1.6334
4.0375,1.3707
4.0625,1.1325
4.0875,1.0917
4.1125,0.9595
4.1375,0.7261
4.1625,0.6886
4.1875,0.6397
4.2125,0.5679
4.2375,0.5059
4.2625,0.4308
4.2875,0.4765
4.3125,0.4243
4.3375,0.3835
4.3625,0.3557
4.3875,0.3361
4.4125,0.3149
4.4375,0.2643
4.4625,0.2692
4.4875,0.2480
4.5125,0.2529
4.5375,0.1795
4.5625,0.2578
4.5875,0.2170
4.6125,0.2399
4.6375,0.1909
4.6625,0.1974
4.6875,0.1501
4.7125,0.1452
4.7375,0.1420
4.7625,0.1338
4.7875,0.1159
4.8125,0.1224
4.8375,0.1159
4.8625,0.0963
4.8875,0.1273
4.9125,0.1012
4.9375,0.0751
4.9625,0.0767
4.9875,0.0881
5.0125,0.0832
5.0375,0.0669
5.0625,0.0881
5.0875,0.0653
5.1125,0.0702
5.1375,0.0555
5.1625,0.0816
5.1875,0.0522
5.2125,0.0441
5.2375,0.0392
5.2625,0.0457
5.2875,0.0408
5.3125,0.0490
5.3375,0.0473
5.3625,0.0441
5.3875,0.0359
5.4125,0.0457
5.4375,0.0277
5.4625,0.0261
5.4875,0.0392
5.5125,0.0310
5.5375,0.0392
5.5625,0.0261
5.5875,0.0359
5.6125,0.0277
5.6375,0.0212
5.6625,0.0261
5.6875,0.0212
5.7125,0.0228
5.7375,0.0228
5.7625,0.0212
5.7875,0.0163
5.8125,0.0147
5.8375,0.0147
5.8625,0.0310
5.8875,0.0196
5.9125,0.0147
5.9375,0.0065
5.9625,0.0131
5.9875,0.0131
6.0125,0.0179
6.0375,0.0131
6.0625,0.0163
6.0875,0.0049
6.1125,0.0131
6.1375,0.0114
6.1625,0.0065
6.1875,0.0131
6.2125,0.0065
6.2375,0.0082
6.2625,0.0082
6.2875,0.0147
6.3125,0.0098
6.3375,0.0098
6.3625,0.0033
6.3875,0.0147
6.4125,0.0114
6.4375,0.0065
6.4625,0.0016
6.4875,0.0065
6.5125,0.0049
6.5375,0.0033
6.5625,0.0114
6.5875,0.0098
6.6125,0.0033
6.6375,0.0049
6.6625,0.0016
6.6875,0.0049
6.7125,0.0065
6.7375,0.0016
6.7625,0.0000
6.7875,0.0016
6.8125,0.0000
6.8375,0.0016
6.8625,0.0065
6.8875,0.0033
6.9125,0.0082
6.9375,0.0033
6.9625,0.0049
6.9875,0.0000
7.0125,0.0065
7.0375,0.0033
7.0625,0.0049
7.0875,0.0016
7.1125,0.0049
7.1375,0.0033
7.1625,0.0033
7.1875,0.0049
7.2125,0.0016
7.2375,0.0016
7.2625,0.0016
7.2875,0.0033
7.3125,0.0033
7.3375,0.0000
7.3625,0.0033
7.3875,0.0000
7.4125,0.0016
7.4375,0.0033
7.4625,0.0016
7.4875,0.0033
7.5125,0.0016
7.5375,0.0016
7.5625,0.0033
7.5875,0.0016
