p2dbin,hist
3.5125,0.0000
3.5375,0.0000
3.5625,0.0000
3.5875,0.0000
3.6125,0.0000
3.6375,0.0000
3.6625,0.0066
3.6875,0.0493
3.7125,0.1808
3.7375,0.4635
3.7625,0.8316
3.7875,1.3131
3.8125,1.8045
3.8375,2.1513
3.8625,2.2450
3.8875,2.3863
3.9125,2.6032
3.9375,2.3797
3.9625,2.2039
3.9875,1.9623
4.0125,1.6599
4.0375,1.5301
4.0625,1.3016
4.0875,1.2605
4.1125,0.9959
4.1375,0.8595
4.1625,0.7938
4.1875,0.7001
4.2125,0.6492
4.2375,0.5949
4.2625,0.5193
4.2875,0.4717
4.3125,0.4437
4.3375,0.3895
4.3625,0.3796
4.3875,0.3435
4.4125,0.3205
4.4375,0.3320
4.4625,0.2843
4.4875,0.2745
4.5125,0.2465
4.5375,0.2662
4.5625,0.2449
4.5875,0.2745
4.6125,0.2202
4.6375,0.2252
4.6625,0.2317
4.6875,0.1939
4.7125,0.1578
4.7375,0.1512
4.7625,0.1381
4.7875,0.1676
4.8125,0.1167
4.8375,0.1578
4.8625,0.1052
4.8875,0.1019
4.9125,0.1052
4.9375,0.1003
4.9625,0.0822
4.9875,0.0937
5.0125,0.0756
5.0375,0.0740
5.0625,0.0641
5.0875,0.0805
5.1125,0.0789
5.1375,0.0559
5.1625,0.0723
5.1875,0.0427
5.2125,0.0526
5.2375,0.0575
5.2625,0.0493
5.2875,0.0378
5.3125,0.0559
5.3375,0.0378
5.3625,0.0378
5.3875,0.0526
5.4125,0.0362
5.4375,0.0362
5.4625,0.0230
5.4875,0.0312
5.5125,0.0247
5.5375,0.0247
5.5625,0.0247
5.5875,0.0247
5.6125,0.0148
5.6375,0.0329
5.6625,0.0279
5.6875,0.0247
5.7125,0.0296
5.7375,0.0197
5.7625,0.0148
5.7875,0.0230
5.8125,0.0247
5.8375,0.0099
5.8625,0.0115
5.8875,0.0131
5.9125,0.0164
5.9375,0.0148
5.9625,0.0164
5.9875,0.0181
6.0125,0.0131
6.0375,0.0115
6.0625,0.0247
6.0875,0.0115
6.1125,0.0197
6.1375,0.0263
6.1625,0.0131
6.1875,0.0066
6.2125,0.0049
6.2375,0.0115
6.2625,0.0099
6.2875,0.0066
6.3125,0.0099
6.3375,0.0033
6.3625,0.0082
6.3875,0.0066
6.4125,0.0099
6.4375,0.0099
6.4625,0.0049
6.4875,0.0049
6.5125,0.0066
6.5375,0.0033
6.5625,0.0099
6.5875,0.0066
6.6125,0.0049
6.6375,0.0033
6.6625,0.0049
6.6875,0.0033
6.7125,0.0049
6.7375,0.0049
6.7625,0.0016
6.7875,0.0099
6.8125,0.0016
6.8375,0.0066
6.8625,0.0066
6.8875,0.0082
6.9125,0.0016
6.9375,0.0033
6.9625,0.0164
6.9875,0.0082
7.0125,0.0049
7.0375,0.0000
7.0625,0.0082
7.0875,0.0033
7.1125,0.0016
7.1375,0.0033
7.1625,0.0033
7.1875,0.0000
7.2125,0.0033
7.2375,0.0049
7.2625,0.0016
7.2875,0.0016
7.3125,0.0016
7.3375,0.0033
7.3625,0.0049
7.3875,0.0000
7.4125,0.0000
7.4375,0.0033
7.4625,0.0016
7.4875,0.0033
7.5125,0.0033
7.5375,0.0000
7.5625,0.0000
7.5875,0.0033
